taskId,answer
722513507#722513509,1
723457137#723457142,1
713846616#713846618,1
727650901#727650906,1
647107291#647107293,1
722760258#722760260,1
712024277#712024278,1
732759156#732759157,1
733023824#733023825,0
734532636#734532641,1
714860779#714860781,1
715830720#715830731,1
676976216#676976221,1
677423863#677423865,1
733340399#733340415,1
628827043#628827048,1
632351397#632351398,0
675565313#675565316,1
729796639#729796648,1
733109126#733109127,1
697634941#697634943,0
722061781#722061783,1
731212600#731212604,1
692180229#692180231,1
728638486#728638488,1
716591709#716591710,0
713619119#713619123,1
693707809#693707811,1
722633456#722633457,1
680474936#680474938,1
721651055#721651057,1
729927349#729927350,1
729982672#729982674,0
730369136#730369144,0
715677185#715677186,1
697885410#697885414,0
687442612#687442614,1
729263193#729263194,1
707055663#707055665,1
731689738#731689741,1
611080443#611080451,1
715365656#715365658,1
728721406#728721411,1
719792274#719792276,1
650952816#650952824,1
727575745#727575748,1
733466082#733466088,1
727393116#727393123,1
732554809#732554810,1
732417201#732417203,0
539363407#539363408,1
728192364#728192366,1
724053599#724053605,1
645002076#645002079,1
695663649#695663652,1
717934503#717934504,0
700629740#700629741,1
715628107#715628116,1
717674969#717674970,1
709951424#709951425,1
733310791#733310792,1
722176571#722176573,0
685459629#685459630,1
732369892#732369896,1
686396971#686396973,1
719288804#719288808,1
711179780#711179781,1
561211964#561211971,1
730262939#730262944,1
733970876#733970877,1
723261276#723327893,1
711927362#711927364,1
731421235#731421236,1
734704096#734704100,1
727591518#727591519,1
730973364#730973370,1
656414152#656414158,1
672620948#672620959,1
696418962#696418971,1
720748711#720748718,1
658789572#658789573,1
722565622#722565623,1
722966285#722966286,1
715297709#715297710,1
733237066#733237072,1
683366607#683366608,1
675562811#675562819,1
725297107#725297109,1
722354189#722354191,1
722937598#722937600,1
646749915#646749923,1
728086277#728086283,1
725056392#725056395,1
711669985#711669986,1
733963401#733963402,1
664751523#664751527,1
729570966#729570969,1
709103399#711870421,1
693880643#693880645,1
728994887#728994890,1
606695452#606695456,1
687991411#687991423,1
731571720#731571724,1
689825686#689825691,1
706296195#706296198,1
668344662#668344663,1
733007151#733007155,1
703838492#703838494,1
725298175#725298181,0
703709247#703709249,1
727525049#727525051,1
658805937#658805941,1
733033144#733033146,1
715810647#715810653,1
728388205#728388206,1
721818548#721818550,1
723323950#723323952,1
734325294#734325293,1
738462457#738462445,1
736453787#736453782,1
735942451#735942444,1
667326345#667326338,1
729484347#729484341,1
734710782#734710777,1
737282834#737282843,1
712203107#712203110,1
725028872#725028869,1
729116750#729116743,1
662390212#662390213,1
641378342#641378334,1
728757725#728757713,1
720291536#720291534,1
731098296#731098293,1
735152148#735152150,1
731134048#731134041,1
731906439#731906437,1
728693386#728693380,1
702300575#702300577,1
692061371#692061359,1
691835761#691835752,1
737345872#737345875,1
732428476#732428469,1
674433324#674433326,1
676926481#676926486,1
738999012#738999015,1
699265662#699265657,1
730216090#730216079,1
656210513#656210501,1
734983906#734983910,1
732304097#732304099,1
561263518#561263517,1
726531715#726531718,1
706681851#706681852,1
735034231#735034204,1
730764939#730764932,1
730085207#730085208,0
726362329#726362327,1
733794121#733794113,1
667034504#667034505,1
727958955#727958952,1
715455584#715455578,1
728319676#728319683,1
726843216#726843204,1
